name,source,2021 Q2,2021 Q3,2021 Q4,2022 Q1,2022 Q2,2022 Q3,2022 Q4,2023 Q1,2023 Q2,2023 Q3,2023 Q4,2024 Q1,2024 Q2,2024 Q3,2024 Q4,2025 Q1,2025 Q2
Rebate Checks Contribution,current,-0.2662,-1.0954,-0.3709,-0.0609,-1.0046,-0.0302,-0.0203,NA,NA,-0.0331,0,0,0,0,0,0,0
Rebate Checks Contribution,difference,-0,-0,0,0,-0,-0,0,NA,NA,2e-4,0,0,0,0,0,0,0
Rebate Checks Contribution,previous,-0.2662,-1.0954,-0.3709,-0.0609,-1.0046,-0.0302,-0.0203,NA,NA,-0.0333,0,0,0,0,0,0,0
State Contribution,current,-0.934,0.3055,-0.7016,-0.6304,-1.062,0.5116,0.7872,NA,NA,0.0923,0.0444,0.2217,0.3137,-0.0626,-0.1093,0.2144,0.1061
State Contribution,difference,-0,-0,-0,0,0,0,-0,NA,NA,1.3457,-9e-4,-0.0045,-0.0064,0.0013,0.0022,-0.0044,38.1627
State Contribution,previous,-0.934,0.3055,-0.7016,-0.6304,-1.062,0.5116,0.7872,NA,NA,-1.2534,0.0453,0.2262,0.3201,-0.0639,-0.1116,0.2188,-38.0566
State Corporate Taxes Contribution,current,-0.0123,-0.0135,-0.0204,-0.0433,-0.0103,-0.0052,-0.0139,NA,NA,-0.0083,-0.0046,-0.0032,-0.0029,-0.0016,0.004,0.0269,-0.0021
State Corporate Taxes Contribution,difference,0,0,0,0,-0,-0,-0,NA,NA,0,1e-4,1e-4,1e-4,0,-1e-4,-5e-4,-0.0613
State Corporate Taxes Contribution,previous,-0.0123,-0.0135,-0.0204,-0.0433,-0.0103,-0.0052,-0.0139,NA,NA,-0.0084,-0.0047,-0.0033,-0.0029,-0.0017,0.004,0.0274,0.0591
State Health Outlays Contribution,current,0.2405,-0.0514,-0.0074,-0.1509,-0.1271,-0.1438,-0.0473,NA,NA,0.1985,0.1611,0.0945,-0.0031,-0.055,-0.0555,-0.0559,-0.0434
State Health Outlays Contribution,difference,0,-0,0,-0,0,-0,-0,NA,NA,-0.0011,-0.0033,-0.0019,1e-4,0.0011,0.0011,0.0011,0.7709
State Health Outlays Contribution,previous,0.2405,-0.0514,-0.0074,-0.1509,-0.1271,-0.1438,-0.0473,NA,NA,0.1996,0.1644,0.0965,-0.0032,-0.0561,-0.0566,-0.0571,-0.8143
State Non Corporate Taxes Contribution,current,-0.1088,0.0208,0.0184,-0.0166,-0.0505,0.0614,0.1163,NA,NA,0.1792,0.1767,0.1729,0.1557,0.1435,0.1055,0.0364,0.0099
State Non Corporate Taxes Contribution,difference,0,0,-0,0,-0,0,-0,NA,NA,-0.001,-0.0036,-0.0035,-0.0032,-0.0029,-0.0022,-7e-4,-3.9089
State Non Corporate Taxes Contribution,previous,-0.1088,0.0208,0.0184,-0.0166,-0.0505,0.0614,0.1163,NA,NA,0.1801,0.1803,0.1765,0.1589,0.1464,0.1077,0.0372,3.9189
State Purchases Deflator Growth,current,0.0206,0.017,0.0219,0.0254,0.0355,0.0072,0.0096,NA,NA,0.0063,0.0076,0.0082,0.0076,0.0073,0.0071,0.0073,0.0068
State Purchases Deflator Growth,difference,0,0,-0,0,0,-0,0,NA,NA,0,0,0,0,0,-0,-0,-0
State Purchases Deflator Growth,previous,0.0206,0.017,0.0219,0.0254,0.0355,0.0072,0.0096,NA,NA,0.0063,0.0076,0.0082,0.0076,0.0073,0.0071,0.0073,0.0068
State Social Benefits,current,165.3,169.9,170.2,171.6,173.2,196.8,249.7,NA,NA,189.3096,192.2453,195.2264,198.2538,201.3282,204.4502,207.6206,210.8402
State Social Benefits,difference,0,-0,0,0,0,-0,0,NA,NA,0,0,0,-0,0,-0,0,210.8402
State Social Benefits,previous,165.3,169.9,170.2,171.6,173.2,196.8,249.7,NA,NA,189.3096,192.2453,195.2264,198.2538,201.3282,204.4502,207.6206,0
State Subsidies Contribution,current,0.0068,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,NA,NA,-6e-4,-6e-4,-0.0015,-0.0044,-4e-4,-4e-4,-4e-4,-4e-4
State Subsidies Contribution,difference,0,-0,0,-0,-0,-0,-0,NA,NA,0,0,0,1e-4,0,0,0,0
State Subsidies Contribution,previous,0.0068,-0.0011,-5e-4,-5e-4,-4e-4,-1e-4,-1e-4,NA,NA,-6e-4,-6e-4,-0.0015,-0.0045,-4e-4,-4e-4,-4e-4,-4e-4
State Ui Contribution,current,-0.2083,-0.2194,-0.1272,-0.1239,-0.2216,-0.1072,-0.0474,NA,NA,-0.0034,0.0031,0.0046,0.0103,0.0118,0.0125,0.0105,0.0089
State Ui Contribution,difference,-0,-0,0,0,0,0,-0,NA,NA,0,-1e-4,-1e-4,-2e-4,-2e-4,-3e-4,-2e-4,0.0859
State Ui Contribution,previous,-0.2083,-0.2194,-0.1272,-0.1239,-0.2216,-0.1072,-0.0474,NA,NA,-0.0034,0.0031,0.0046,0.0105,0.012,0.0127,0.0107,-0.0771
